Test_id,Test_Name,Test_Link,Remote_Testing,Adaptive_Testing,Test_Types,Description,Job_Levels,Languages,Assessment_Length,Assessment_Minutes,short_test,combined_text
3936,Entry Level Hotel Front Desk Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-hotel-front-desk-solution/,YES,NO,"Competencies, Personality & Behaviour","The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment.
Report Language Availability: English (USA)","Entry-Level,","French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,",Approximate Completion Time in minutes = 20,20.0,long test,"Entry Level Hotel Front Desk Solution - The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment.
Report Language Availability: English (USA) | Test Type: Competencies, Personality & Behaviour | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 20 | Duration in Minutes: 20.0 | Supports Remote Testing | long test | Languages: French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,"
3937,Entry Level Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,YES,NO,"Competencies, Personality & Behaviour","The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.
Report Language Availability: English (USA)","Entry-Level,","German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,",Approximate Completion Time in minutes = 20,20.0,long test,"Entry Level Sales Solution - The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.
Report Language Availability: English (USA) | Test Type: Competencies, Personality & Behaviour | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 20 | Duration in Minutes: 20.0 | Supports Remote Testing | long test | Languages: German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,"
3938,Entry Level Technical Support Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-technical-support-solution/,YES,NO,"Competencies, Personality & Behaviour","The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operating systems.
Report Language Availability: English (USA)","Entry-Level,","Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,",Approximate Completion Time in minutes = 18,18.0,long test,"Entry Level Technical Support Solution - The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operating systems.
Report Language Availability: English (USA) | Test Type: Competencies, Personality & Behaviour | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 18 | Duration in Minutes: 18.0 | Supports Remote Testing | long test | Languages: Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,"
4065,ETL Testing (New),https://www.shl.com/solutions/products/product-catalog/view/etl-testing-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"ETL Testing (New) - Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
743,Executive Scenarios,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios/,YES,NO,BioData & Situational Judgement,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,","Italian, English (USA), English International, Korean,",Approximate Completion Time in minutes = Untimed,No info,short test,"Executive Scenarios - Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. | Test Type: BioData & Situational Judgement | Target Job Levels: Director, Executive, Manager, | Duration: Approximate Completion Time in minutes = Untimed | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: Italian, English (USA), English International, Korean,"
3849,Executive Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-narrative-report/,YES,NO,BioData & Situational Judgement,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,",No info,No info,No info,short test,"Executive Scenarios Narrative Report - Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. | Test Type: BioData & Situational Judgement | Target Job Levels: Director, Executive, Manager, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
3899,Executive Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/,YES,NO,BioData & Situational Judgement,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,",No info,No info,No info,short test,"Executive Scenarios Profile Report - Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. | Test Type: BioData & Situational Judgement | Target Job Levels: Director, Executive, Manager, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
4127,ExpressJS (New),https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"ExpressJS (New) - Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
380,Filing - Names (R1),https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/,YES,NO,Knowledge & Skills,This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 3,3.0,long test,"Filing - Names (R1) - This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 3 | Duration in Minutes: 3.0 | Supports Remote Testing | long test | Languages: English (USA),"
381,Filing - Numbers,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/,YES,NO,Knowledge & Skills,"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 3,3.0,long test,"Filing - Numbers - This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 3 | Duration in Minutes: 3.0 | Supports Remote Testing | long test | Languages: English (USA),"
3992,Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"Financial Accounting (New) - Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
4083,Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"Financial and Banking Services (New) - Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
4067,Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"Fire Engineering (New) - Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
382,Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,YES,NO,Knowledge & Skills,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English International,",Approximate Completion Time in minutes = 8,8.0,long test,"Following Instructions v1 - UK (R1) - This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English International,"
383,Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,YES,NO,Knowledge & Skills,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,8.0,long test,"Following Instructions v1 - US (R2) - This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English (USA),"
4090,Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Food and Beverage Services (New) - Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
4071,Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6,6.0,long test,"Food Science (New) - Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 6 | Duration in Minutes: 6.0 | Supports Remote Testing | long test | Languages: English (USA),"
4072,Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the knowledge of front office operations.,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,7.0,long test,"Front Office Management (New) - Multi-choice test that measures the knowledge of front office operations. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 7 | Duration in Minutes: 7.0 | Supports Remote Testing | long test | Languages: English (USA),"
4113,Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,8.0,long test,"Fundamentals of Chemistry (New) - Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English (USA),"
4043,Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,8.0,long test,"Fundamentals of Physics (New) - Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English (USA),"
4048,General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5,5.0,long test,"General Diseases (New) - Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 5 | Duration in Minutes: 5.0 | Supports Remote Testing | long test | Languages: English (USA),"
4125,Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.","Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"Geoinformatics Engineering (New) - Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
4066,Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",Approximate Completion Time in minutes = 8,8.0,long test,"Geoscience Engineering (New) - Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, Graduate, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English (USA),"
4078,GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the knowledge of how to use GIT for version control.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,13.0,long test,"GIT (New) - Multi-choice test that measures the knowledge of how to use GIT for version control. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 13 | Duration in Minutes: 13.0 | Supports Remote Testing | long test | Languages: English (USA),"
4301,Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,YES,NO,"Competencies, Knowledge & Skills",The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,No info,"Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,",Approximate Completion Time in minutes = 16,16.0,long test,"Global Skills Assessment - The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today. | Test Type: Competencies, Knowledge & Skills | Duration: Approximate Completion Time in minutes = 16 | Duration in Minutes: 16.0 | Supports Remote Testing | long test | Languages: Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,"
741,Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,YES,NO,BioData & Situational Judgement,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,",Approximate Completion Time in minutes = Untimed,No info,short test,"Graduate Scenarios - Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. | Test Type: BioData & Situational Judgement | Target Job Levels: Manager, Mid-Professional, Professional Individual Contributor, Graduate, | Duration: Approximate Completion Time in minutes = Untimed | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English International,"
3900,Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,YES,NO,BioData & Situational Judgement,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Mid-Professional, Professional Individual Contributor, Manager, Graduate,",No info,No info,No info,short test,"Graduate Scenarios Narrative Report - Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. | Test Type: BioData & Situational Judgement | Target Job Levels: Mid-Professional, Professional Individual Contributor, Manager, Graduate, | Duration: No info | Duration in Minutes: No info | Supports Remote Testing | short test"
